d1,d2,d3,d4
228.99,519.7,39.93,322.36
668.91,25.0,572.88,856.55
192.5,697.75,140.37,158.08
211.16,516.78,42.02,329.95
332.49,842.99,291.8,4.84
228.36,510.07,47.81,332.91
678.53,25.82,580.49,863.54
224.74,515.84,41.99,327.37
194.11,670.57,113.17,178.84
26.67,681.73,204.49,305.62
192.07,698.33,140.97,157.89
332.99,844.26,292.97,5.5
625.87,74.27,506.23,783.12
111.87,733.37,205.2,221.89
228.36,510.07,47.81,332.91
168.84,640.8,84.98,214.95
625.32,73.81,505.92,782.91
34.66,690.13,209.43,301.34
226.87,517.61,40.91,325.0
228.36,510.07,47.81,332.91
225.0,513.38,44.29,330.01
88.6,726.42,212.29,249.56
677.11,26.69,579.86,863.12
168.11,642.31,86.6,213.93
90.69,703.85,181.03,237.21
248.44,473.91,306.97,551.34
363.0,314.87,243.09,528.45
302.46,819.61,265.76,25.53
24.27,683.68,214.14,315.85
169.27,638.18,82.32,217.12
24.82,681.99,207.67,309.46
170.77,639.49,83.35,215.3
262.69,872.55,320.38,146.18
678.21,27.79,581.05,864.32
216.53,508.53,49.87,337.73
37.35,692.2,209.69,298.93
41.18,695.42,210.65,295.9
252.0,459.45,298.97,549.02
180.2,636.97,79.72,213.9
325.81,829.45,279.06,12.27
117.89,722.81,188.35,210.78
331.78,833.72,284.04,12.55
222.6,518.85,38.92,324.56
38.85,692.8,208.77,296.85
14.12,665.33,194.76,313.53
259.22,457.32,306.93,557.13
233.04,508.27,50.38,333.94
167.56,641.28,85.69,215.09
171.36,639.31,83.08,215.22
191.21,669.68,112.23,180.7
228.36,510.07,47.81,332.91
677.11,26.69,579.86,863.12
305.03,786.5,238.63,55.03
363.46,426.2,409.5,665.41
671.99,24.13,575.11,858.54
678.21,27.79,581.05,864.32
676.72,26.06,579.35,862.58
332.13,842.02,290.91,4.59
79.17,719.8,210.43,258.14
330.96,840.2,289.14,4.07
677.11,26.69,579.86,863.12
256.39,458.84,304.44,554.3
170.2,638.79,82.75,216.18
192.12,669.78,112.33,180.27
328.81,836.23,285.36,5.87
326.35,829.44,279.19,12.71
333.91,842.56,291.78,6.54
263.62,756.57,203.19,84.79
27.61,684.11,207.73,306.85
221.65,520.54,37.22,322.91
223.9,516.43,41.33,326.91
2.17,659.62,199.39,325.67
151.2,705.81,155.64,181.08
191.21,669.68,112.23,180.7
159.77,580.28,288.54,484.27
332.03,840.06,289.28,5.63
201.38,532.69,27.56,315.01
678.58,27.93,581.36,864.61
214.67,678.79,123.16,165.1
15.56,667.6,195.92,312.24
34.65,685.1,200.82,296.33
194.49,507.75,64.24,347.94
332.89,838.74,288.4,8.06
336.86,830.12,282.53,23.1
27.58,684.41,208.41,307.37
228.36,510.07,47.81,332.91
42.75,695.94,209.54,293.61
233.39,501.4,56.46,341.37
19.4,651.09,209.92,346.97
34.44,690.8,211.19,302.86
402.8,944.04,390.62,104.54
150.37,705.77,155.85,181.77
677.11,26.69,579.86,863.12
328.38,833.1,282.68,9.62
195.41,518.72,48.66,333.65
678.61,27.39,581.18,864.37
366.33,418.31,408.39,666.26
258.82,456.77,305.9,556.37
9.79,665.17,198.33,318.06
228.55,515.46,43.17,327.01
224.42,519.13,39.0,323.85
230.37,511.56,46.92,330.88
256.17,461.43,306.42,555.25
628.86,79.96,507.03,782.9
194.83,698.98,141.55,156.02
677.11,26.69,579.86,863.12
228.36,510.07,47.81,332.91
677.11,26.69,579.86,863.12
93.66,750.06,282.77,331.46
675.0,25.82,578.0,861.35
35.04,685.05,200.35,295.76
186.04,688.93,131.72,167.7
228.21,520.33,39.15,321.82
366.62,423.93,411.71,668.17
332.81,839.03,288.62,7.67
258.82,456.77,305.9,556.37
638.33,21.4,537.43,820.31
230.66,512.36,46.33,329.96
189.97,667.11,109.65,183.37
323.29,834.4,282.58,5.36
322.36,827.52,276.64,12.74
257.56,459.55,306.64,556.1
184.45,646.38,88.95,203.72
677.25,26.56,579.91,863.15
340.18,853.84,302.54,14.67
398.48,941.15,387.38,101.89
228.36,510.07,47.81,332.91
628.96,79.43,507.27,783.2
171.82,637.05,80.76,217.09
228.36,510.07,47.81,332.91
11.92,666.1,197.47,315.91
266.78,875.38,322.73,143.99
266.28,759.88,206.64,81.32
190.13,667.64,110.18,182.86
95.31,752.5,282.72,328.12
27.46,682.79,205.36,305.41
205.5,518.68,42.08,329.67
43.37,692.5,203.02,289.22
233.57,501.84,56.09,340.85
299.54,817.13,263.07,28.53
337.46,852.19,300.55,12.63
217.02,679.67,124.39,163.7
323.76,822.75,273.07,19.61
167.59,640.88,85.3,215.43
228.36,510.07,47.81,332.91
255.88,461.53,306.12,554.94
228.36,510.07,47.81,332.91
694.02,95.45,615.58,902.18
251.66,464.28,93.17,378.91
24.81,681.83,207.33,309.22
31.85,685.83,205.15,301.19
59.34,637.04,144.12,290.4
363.69,423.39,408.25,664.87
331.37,843.12,291.65,3.93
232.29,507.83,50.57,334.56
228.36,510.07,47.81,332.91
325.65,828.82,278.5,13.0
228.36,510.07,47.81,332.91
6.29,661.07,197.21,321.45
6.15,662.13,198.27,321.5
32.44,689.21,210.99,304.65
228.36,510.07,47.81,332.91
202.54,669.23,112.38,177.13
640.71,61.55,522.77,799.97
170.36,639.52,83.45,215.45
693.85,91.57,614.23,900.68
25.43,681.93,206.58,308.1
228.36,510.07,47.81,332.91
337.95,851.91,300.43,12.51
228.36,510.07,47.81,332.91
464.26,358.49,283.83,522.38
6.75,660.77,196.61,321.07
677.11,26.69,579.86,863.12
395.08,937.67,383.81,98.5
27.7,684.77,209.0,307.7
192.67,697.9,140.51,157.89
32.54,689.17,210.72,304.34
116.68,721.4,187.27,211.83
677.49,27.54,580.44,863.75
30.62,687.2,209.52,305.28
28.9,688.21,216.6,313.48
25.47,682.89,208.57,309.52
677.11,26.69,579.86,863.12
228.36,510.07,47.81,332.91
227.61,519.56,39.54,322.76
195.56,668.55,111.22,180.06
176.54,636.66,79.75,215.56
332.94,837.9,287.73,9.02
228.36,510.07,47.81,332.91
168.77,639.65,83.85,216.02
24.89,682.1,207.8,309.48
10.69,665.11,197.45,317.06
228.36,510.07,47.81,332.91
228.36,510.07,47.81,332.91
22.3,657.43,182.51,308.31
677.11,26.69,579.86,863.12
12.96,667.49,198.16,315.11
325.81,829.45,279.06,12.27
200.53,670.85,113.79,176.34
228.36,510.07,47.81,332.91
38.08,689.03,203.23,294.31
228.36,510.07,47.81,332.91
217.78,519.16,38.31,325.37
228.36,510.07,47.81,332.91
217.4,521.06,36.39,323.35
202.29,697.81,140.42,153.37
30.2,686.86,209.47,305.66
228.36,510.07,47.81,332.91
228.36,510.07,47.81,332.91
230.47,511.53,46.97,330.89
42.0,690.37,201.19,289.64
25.31,681.01,204.97,307.16
677.97,26.24,580.28,863.43
225.31,520.98,37.67,321.67
333.9,843.95,292.92,6.26
223.49,516.74,40.99,326.67
324.43,830.36,279.48,10.18
228.36,510.07,47.81,332.91
189.21,667.65,110.19,183.21
230.62,511.39,47.13,331.02
340.09,853.89,302.56,14.68
188.51,639.71,82.27,208.48
228.36,510.07,47.81,332.91
222.55,521.03,36.94,322.18
225.52,516.45,41.59,326.54
40.82,694.23,208.86,295.02
199.23,701.72,144.26,151.88
227.16,513.12,44.87,329.83
228.36,510.07,47.81,332.91
28.25,685.14,208.9,307.1
8.41,662.75,196.98,319.23
235.78,487.67,302.39,541.83
27.34,683.56,207.02,306.61
692.76,90.62,613.03,899.47
228.36,510.07,47.81,332.91
225.81,515.05,42.89,328.01
190.59,667.85,110.4,182.5
148.91,705.84,156.37,182.91
676.29,26.83,579.32,862.66
300.22,779.25,231.38,61.84
36.47,692.56,211.78,301.33
367.15,422.67,411.62,668.4
258.64,459.25,307.83,557.32
335.84,846.61,295.57,8.39
26.44,682.66,206.54,307.13
331.75,841.49,290.39,4.32
680.39,25.29,581.39,864.16
336.22,851.56,299.75,11.91
334.81,845.29,294.24,7.23
300.54,820.64,266.32,27.12
233.7,503.75,54.41,338.73
24.3,680.21,204.86,308.03
168.01,641.1,85.43,215.05
301.18,815.34,261.81,27.92
374.9,314.84,349.81,630.78
228.36,510.07,47.81,332.91
677.87,25.01,579.73,862.75
38.45,692.68,209.09,297.46
38.7,689.52,203.32,293.77
149.02,704.3,154.66,183.38
228.36,510.07,47.81,332.91
258.82,456.77,305.9,556.37
678.82,19.67,577.1,859.15
676.7,24.9,578.89,862.01
234.36,509.75,49.57,332.11
13.59,666.76,196.72,314.22
41.87,693.09,205.59,292.01
228.36,510.07,47.81,332.91
230.59,511.39,47.12,331.02
328.76,837.99,286.8,3.49
228.36,510.07,47.81,332.91
228.36,510.07,47.81,332.91
14.49,667.25,196.48,313.33
50.44,696.04,201.31,281.71
173.16,637.45,80.96,216.17
78.62,719.24,210.07,258.49
334.28,838.86,288.85,9.82
37.48,681.29,193.04,291.05
46.78,693.96,201.78,285.4
230.47,510.89,47.52,331.59
205.5,518.68,42.08,329.67
31.13,688.03,210.54,305.58
227.75,519.33,39.77,322.98
42.33,690.65,201.27,289.37
8.1,665.06,199.84,320.0
228.36,510.07,47.81,332.91
27.32,684.66,209.42,308.4
191.21,669.68,112.23,180.7
402.8,944.04,390.62,104.54
228.36,510.07,47.81,332.91
167.23,641.57,86.04,214.98
224.42,519.13,39.0,323.85
679.24,27.69,581.72,864.89
39.47,694.04,210.33,297.34
168.73,642.25,86.43,213.71
226.18,518.16,40.26,324.54
258.8,457.6,306.61,556.74
228.36,510.07,47.81,332.91
630.47,77.56,509.13,785.18
632.89,72.92,512.61,789.03
11.63,649.11,190.87,327.41
168.84,640.6,84.78,215.14
228.36,510.07,47.81,332.91
43.1,690.48,200.27,288.19
41.42,690.46,201.91,290.52
170.36,639.52,83.45,215.45
228.36,510.07,47.81,332.91
26.79,683.35,207.4,307.39
629.87,77.35,508.68,784.8
228.36,510.07,47.81,332.91
367.35,421.83,411.38,668.37
191.41,696.43,139.07,159.57
397.6,939.7,385.99,100.4
260.33,456.43,307.64,558.1
27.27,684.3,208.68,307.87
324.92,835.68,284.01,3.97
335.24,844.26,293.5,7.64
228.36,510.07,47.81,332.91
190.98,695.83,138.48,160.22
324.74,828.78,278.25,12.42
12.0,666.37,197.7,315.88
169.12,639.59,83.73,215.92
233.01,502.64,55.27,340.08
228.36,510.07,47.81,332.91
228.36,510.07,47.81,332.91
226.2,513.52,44.33,329.59
551.65,1092.15,542.84,254.91
695.82,98.1,617.89,904.54
217.03,679.66,124.38,163.72
35.08,688.57,205.94,298.64
300.22,816.68,262.79,28.11
26.83,682.85,206.36,306.64
677.4,27.08,580.21,863.48
395.09,937.52,383.69,98.33
332.7,840.73,289.98,6.01
331.14,838.95,288.15,5.49
170.01,639.18,83.18,215.91
29.29,685.76,208.56,305.86
169.07,639.58,83.73,215.95
10.79,666.31,198.77,317.26
191.21,669.68,112.23,180.7
260.11,455.89,306.87,557.56
321.78,809.96,262.23,34.67
258.94,457.48,306.69,556.86
228.36,510.07,47.81,332.91
169.21,639.65,83.78,215.83
25.3,682.73,208.51,309.63
677.11,26.69,579.86,863.12
30.51,684.24,204.05,301.8
228.36,510.07,47.81,332.91
228.36,510.07,47.81,332.91
173.27,638.92,82.4,214.79
259.78,456.91,307.32,557.64
168.89,638.33,82.54,217.15
221.08,521.16,36.57,322.36
232.0,513.64,45.7,328.33
27.43,678.26,198.29,301.96
180.58,668.24,354.63,503.08
335.73,799.22,258.53,59.71
254.15,460.89,303.23,552.47
14.04,659.91,190.37,314.65
27.19,683.38,206.86,306.64
224.97,513.46,44.22,329.93
224.69,513.81,43.86,329.61
328.54,833.28,282.87,9.53
32.33,689.1,210.92,304.7
12.0,666.37,197.7,315.88
222.85,519.07,38.75,324.25
669.51,23.11,572.79,856.28
203.84,515.64,46.68,333.84
677.24,26.84,580.01,863.27
331.41,838.44,287.8,6.39
328.11,832.24,281.91,10.5
116.36,729.67,197.71,214.53
190.55,670.56,113.1,180.21
191.21,669.68,112.23,180.7
23.34,680.46,206.77,310.21
679.13,27.41,581.54,864.69
366.41,420.71,409.77,667.04
333.78,838.42,288.36,9.6
303.24,819.3,265.62,24.98
328.82,832.79,282.53,10.47
225.77,514.61,43.28,328.5
228.36,510.07,47.81,332.91
254.68,452.78,296.46,549.0
168.75,640.73,84.92,215.06
170.11,639.44,83.41,215.63
326.6,830.43,280.06,11.59
168.24,640.51,84.81,215.47
191.77,696.6,139.23,159.27
227.16,513.12,44.87,329.83
677.89,25.48,579.93,863.0
42.84,692.46,203.53,289.98
228.36,510.07,47.81,332.91
333.16,843.24,292.17,5.52
14.02,661.3,191.36,314.2
328.38,833.1,282.68,9.62
96.69,754.54,282.4,324.84
20.61,678.09,206.14,312.31
35.55,691.68,211.32,301.87
341.69,854.56,303.47,15.76
170.19,641.3,85.24,213.92
40.23,695.56,212.29,298.03
225.37,514.94,42.91,328.21
228.36,510.07,47.81,332.91
28.68,685.33,208.61,306.47
676.35,26.03,579.06,862.33
326.94,835.36,284.2,5.26
169.91,639.58,83.59,215.59
226.79,511.08,46.65,332.14
675.63,23.99,577.8,860.93
232.81,508.15,50.42,334.11
331.65,840.22,289.32,4.99
225.71,521.93,37.01,320.56
195.4,670.92,113.56,178.07
331.07,836.58,286.19,8.13
228.36,510.07,47.81,332.91
216.12,457.65,124.33,407.74
228.36,510.07,47.81,332.91
228.36,510.07,47.81,332.91
228.36,510.07,47.81,332.91
219.86,505.34,52.7,340.38
677.73,25.58,579.86,862.96
31.68,684.68,203.41,300.36
677.05,26.32,579.67,862.91
227.59,510.89,46.94,332.17
677.99,27.29,580.71,863.95
228.36,510.07,47.81,332.91
39.33,677.82,187.47,288.41
325.29,828.76,278.37,12.81
10.96,662.86,195.01,316.74
35.4,691.13,210.38,301.3
168.26,640.64,84.93,215.35
260.08,455.4,306.4,557.29
329.78,838.79,287.7,3.82
11.63,649.11,190.87,327.41
199.04,668.36,111.24,179.03
59.09,704.43,205.6,275.46
44.62,692.95,202.42,287.74
190.19,668.66,111.2,181.97
675.9,25.11,578.41,861.62
329.74,833.1,283.02,11.02
196.19,670.82,113.5,177.87
228.36,510.07,47.81,332.91
192.93,678.07,120.62,173.0
35.08,687.1,203.46,297.23
248.74,472.31,306.01,551.01
223.25,517.08,40.63,326.34
227.81,517.92,40.92,324.48
335.73,851.25,299.39,11.6
22.71,678.3,203.53,308.7
43.12,690.22,199.87,288.01
38.66,687.89,200.87,292.63
226.11,522.45,36.74,319.93
196.92,525.65,38.8,324.72
192.12,669.12,111.68,180.84
329.94,837.06,286.31,6.12
266.28,759.88,206.64,81.32
330.53,837.8,287.06,5.95
258.44,458.27,306.71,556.61
368.56,418.54,410.94,668.75
216.23,679.74,124.32,163.84
228.36,510.07,47.81,332.91
168.34,640.54,84.82,215.4
301.97,819.85,265.87,25.9
366.07,421.8,409.97,666.98
228.36,510.07,47.81,332.91
325.28,835.95,284.31,3.71
224.04,517.06,40.78,326.2
43.33,692.53,203.1,289.3
333.02,840.06,289.51,7.0
205.5,518.68,42.08,329.67
231.69,496.49,60.97,347.21
325.7,833.24,282.16,7.19
47.52,694.87,202.42,284.99
695.65,97.5,617.56,904.2
36.05,686.08,200.84,295.04
181.67,651.5,94.19,200.17
228.36,510.06,47.82,332.92
12.0,666.37,197.7,315.88
328.31,835.23,284.42,6.68
333.28,842.26,291.39,5.89
633.45,71.76,513.43,789.96
337.97,851.62,300.2,12.3
228.36,510.07,47.81,332.91
232.75,508.62,50.02,333.62
399.05,941.0,387.36,101.65
364.81,422.69,409.08,665.87
40.57,694.36,209.42,295.63
228.36,510.07,47.81,332.91
331.38,841.42,290.25,3.89
167.92,641.09,85.44,215.09
199.84,509.75,56.95,342.7
30.12,683.33,203.01,301.6
228.36,510.07,47.81,332.91
257.51,459.65,306.66,556.09
21.28,678.41,205.75,311.42
168.72,640.42,84.63,215.35
625.86,73.78,506.38,783.33
172.42,638.33,81.94,215.67
325.97,829.52,279.16,12.31
341.36,855.04,303.79,15.95
26.98,678.64,199.26,302.74
75.91,695.24,180.45,251.86
228.36,510.07,47.81,332.91
37.51,688.26,202.63,294.54
228.36,510.07,47.81,332.91
361.87,424.85,407.05,663.31
21.85,677.46,203.16,309.27
228.36,510.07,47.81,332.91
300.14,788.75,239.11,51.3
200.08,526.89,35.18,322.09
233.35,502.92,55.08,339.7
301.02,819.77,265.64,26.76
332.92,838.13,287.91,8.74
189.91,667.51,110.05,183.05
197.89,704.53,147.09,150.57
328.38,833.1,282.68,9.62
328.38,833.1,282.68,9.62
333.76,838.36,288.31,9.64
324.47,829.46,278.74,11.36
30.96,687.4,209.42,304.88
94.55,752.0,281.52,326.84
333.72,842.47,291.66,6.35
219.07,520.08,37.4,324.02
332.77,838.38,288.08,8.29
41.68,694.4,208.08,293.69
228.36,510.07,47.81,332.91
319.88,821.24,270.86,19.39
183.05,645.55,88.17,204.98
232.81,508.15,50.42,334.11
196.01,671.21,113.88,177.59
260.13,456.53,307.45,557.89
50.75,648.23,155.77,288.93
35.49,689.48,207.04,298.93
211.22,644.83,90.29,197.7
12.0,666.37,197.7,315.88
167.71,640.91,85.3,215.35
249.19,472.81,307.0,551.77
24.85,678.59,201.45,305.65
31.65,688.14,209.91,304.58
228.36,510.07,47.81,332.91
39.76,694.82,211.48,297.88
168.56,639.89,84.14,215.89
6.06,660.95,197.3,321.68
230.98,510.47,48.0,331.95
37.74,693.68,212.17,300.38
697.75,94.68,618.4,904.87
193.88,698.86,141.45,156.59
255.18,460.92,304.65,553.78
40.55,694.38,209.49,295.7
344.47,855.93,305.25,17.99
328.38,833.1,282.68,9.62
631.87,76.22,510.74,786.83
553.82,1094.26,545.01,257.08
224.45,514.7,42.99,328.68
11.49,665.45,197.12,316.25
167.04,638.44,83.01,217.86
224.64,527.14,32.61,315.17
30.19,681.68,200.36,300.25
168.78,640.55,84.74,215.2
340.18,853.84,302.54,14.67
677.11,26.69,579.86,863.12
667.46,21.1,570.46,853.92
168.82,640.31,84.5,215.4
331.76,840.21,289.34,5.15
21.18,678.04,205.16,311.11
331.24,840.1,289.13,4.52
170.56,639.54,83.43,215.35
97.77,753.91,286.73,332.73
677.11,26.69,579.86,863.12
257.83,460.09,307.47,556.69
80.22,720.54,210.62,257.18
25.88,682.12,206.29,307.48
364.44,426.83,410.9,666.64
369.73,417.98,411.92,669.85
31.16,687.98,210.36,305.41
241.84,469.0,293.8,540.84
35.53,687.28,203.24,296.7
225.62,516.59,41.49,326.37
230.9,511.98,46.71,330.32
331.32,836.52,286.2,8.52
95.24,752.42,282.67,328.14
226.25,521.47,37.57,320.96
401.9,943.52,390.01,104.07
329.71,834.05,283.79,9.75
675.0,25.82,578.0,861.35
193.73,671.69,114.27,178.03
28.08,684.59,208.01,306.61
301.06,818.71,264.72,26.9
21.21,678.61,206.27,311.85
195.21,700.47,143.04,154.78
258.82,456.77,305.9,556.37
165.43,642.38,87.21,215.07
224.37,516.48,41.36,326.76
40.43,690.32,202.74,291.85
95.24,752.42,282.67,328.14
330.51,841.32,289.96,2.89
11.36,666.13,198.02,316.55
362.56,424.7,407.72,664.02
229.55,514.04,44.62,328.35
172.98,638.36,81.89,215.41
325.81,829.45,279.06,12.27
363.54,425.99,409.47,665.43
234.39,499.84,58.03,342.88
18.85,671.05,197.02,309.41
223.94,515.73,41.98,327.67
24.23,677.74,200.84,305.92
228.56,520.22,39.37,321.88
229.92,506.89,50.94,336.07
332.96,840.44,289.81,6.59
173.12,637.36,80.88,216.27
12.69,664.39,195.01,314.96
365.87,422.42,410.09,666.94
228.36,510.07,47.81,332.91
178.54,643.25,86.13,208.77
330.87,834.09,284.11,11.01
211.21,516.76,42.03,329.96
197.43,671.02,113.76,177.25
228.36,510.07,47.81,332.91
465.93,202.36,396.51,684.42
228.36,510.07,47.81,332.91
223.24,518.99,38.9,324.26
328.38,833.1,282.68,9.62
228.36,510.07,47.81,332.91
43.48,693.8,204.97,290.14
9.29,664.54,198.08,318.48
167.43,641.83,86.26,214.65
228.36,510.07,47.81,332.91
229.61,513.9,44.76,328.49
207.31,707.79,150.46,143.63
228.36,510.07,47.81,332.91
37.46,681.11,192.84,291.02
224.4,519.32,38.83,323.65
27.69,683.52,206.42,305.88
34.06,690.16,210.42,302.63
346.04,858.33,307.59,20.13
365.03,421.22,408.54,665.69
95.24,752.42,282.67,328.14
675.44,26.0,578.39,861.72
224.11,518.19,39.77,324.94
191.37,670.63,113.17,179.83
228.36,510.07,47.81,332.91
678.44,27.01,580.91,864.08
190.92,670.38,112.92,180.22
40.36,692.74,206.77,294.14
168.27,640.31,84.61,215.64
228.36,510.07,47.81,332.91
169.65,640.5,84.54,214.88
678.07,25.26,579.96,862.99
188.5,669.22,111.77,182.17
333.8,842.61,291.8,6.4
326.32,822.57,273.59,21.76
233.14,502.43,55.48,340.28
28.02,684.1,207.09,306.02
331.9,837.35,287.03,8.26
8.1,665.06,199.84,320.0
44.17,694.98,206.15,290.15
232.76,502.74,55.15,340.03
42.49,692.05,203.24,290.16
29.93,680.82,199.39,300.09
228.36,510.07,47.81,332.91
170.01,641.66,85.63,213.68
331.34,840.22,289.25,4.57
172.96,638.38,81.91,215.4
228.36,510.06,47.82,332.92
165.67,642.66,87.43,214.71
146.29,706.09,157.45,184.97
169.45,639.52,83.6,215.84
26.37,683.97,209.49,309.37
331.35,839.11,288.33,5.6
188.08,641.11,83.66,207.32
41.19,694.15,208.25,294.26
231.43,511.62,47.15,330.61
228.36,510.07,47.81,332.91
335.48,840.17,290.21,10.25
325.31,829.05,278.61,12.44
228.36,510.07,47.81,332.91
399.43,939.99,386.58,100.51
228.36,510.07,47.81,332.91
325.95,830.49,279.95,11.0
38.89,693.37,209.83,297.54
169.05,639.67,83.82,215.88
327.48,831.32,281.01,11.15
198.25,671.7,114.47,176.38
193.74,698.75,141.34,156.74
328.85,837.54,286.45,4.19
223.79,519.42,38.62,323.67
228.36,510.07,47.81,332.91
255.58,459.82,304.21,553.75
325.92,829.67,279.26,12.07
312.22,784.14,238.95,60.86
333.62,843.44,292.44,5.99
168.52,638.92,83.18,216.79
331.76,841.92,290.75,4.19
191.3,695.74,138.38,160.12
677.11,26.69,579.86,863.12
30.73,685.57,206.12,302.84
258.93,489.51,74.49,350.51
360.91,428.64,408.05,663.34
327.35,831.53,281.15,10.75
400.29,941.89,388.34,102.47
228.36,510.07,47.81,332.91
44.44,666.37,172.68,285.04
20.69,664.07,188.41,307.34
677.48,27.89,580.56,863.9
79.56,719.11,209.04,256.98
522.9,185.15,470.12,757.55
168.3,640.66,84.94,215.32
224.54,516.09,41.74,327.15
694.34,95.54,615.87,902.46
27.82,684.38,207.97,306.83
332.11,840.48,289.64,5.41
227.61,519.56,39.54,322.76
168.23,640.03,84.33,215.91
677.41,27.01,580.19,863.46
677.11,26.69,579.86,863.12
168.64,640.67,84.89,215.16
228.36,510.06,47.82,332.92
677.11,26.69,579.86,863.12
675.79,26.29,578.75,862.09
191.88,667.43,109.99,182.38
228.36,510.07,47.81,332.91
168.9,638.94,83.13,216.6
228.36,510.07,47.81,332.91
172.82,640.83,84.36,213.24
630.41,76.01,509.54,785.79
228.36,510.07,47.81,332.91
24.08,679.53,203.93,307.67
38.8,694.32,211.88,299.13
10.17,666.04,199.03,317.89
26.67,681.73,204.49,305.62
30.96,685.13,205.04,301.96
32.14,685.94,204.98,300.82
228.36,510.07,47.81,332.91
33.54,685.06,201.93,297.88
678.09,25.72,580.16,863.24
258.82,456.77,305.9,556.37
678.14,27.17,580.77,863.99
331.73,838.41,287.85,6.86
624.89,72.9,505.85,783.01
365.72,422.66,410.06,666.85
192.28,697.73,140.35,158.2
191.97,667.45,110.02,182.32
24.6,680.54,205.07,307.89
320.31,811.72,263.23,31.51
191.13,668.02,110.57,182.15
228.36,510.07,47.81,332.91
216.23,679.74,124.32,163.84
36.75,688.24,203.43,295.66
23.96,680.31,205.53,308.78
677.11,26.69,579.86,863.12
226.09,513.95,43.93,329.15
678.5,27.34,581.08,864.28
402.74,944.13,390.69,104.65
145.93,705.97,157.44,185.31
368.84,422.6,413.4,670.19
228.36,510.07,47.81,332.91
7.36,661.63,196.83,320.34
552.6,1093.38,544.02,256.09
29.8,686.74,209.87,306.34
168.78,640.55,84.74,215.2
675.84,24.96,578.31,861.52
171.5,639.2,82.94,215.26
49.88,704.88,217.39,292.43
338.44,853.21,301.62,13.69
167.65,641.01,85.41,215.29
327.12,830.65,280.36,11.74
677.11,26.69,579.86,863.12
111.96,734.14,206.17,222.2
191.67,685.27,127.82,167.78
325.88,829.47,279.09,12.3
327.33,831.23,280.9,11.14
173.24,637.54,81.04,216.05
327.71,833.76,283.06,8.08
278.48,890.06,337.56,151.36
25.03,680.7,204.78,307.31
399.32,941.0,387.41,101.61
228.36,510.07,47.81,332.91
664.94,10.52,565.07,847.83
230.4,510.66,47.7,331.85
228.36,510.07,47.81,332.91
323.05,827.61,276.88,12.94
151.2,705.81,155.64,181.08
228.36,510.07,47.81,332.91
168.4,640.05,84.32,215.82
39.57,691.15,204.99,293.86
331.14,838.95,288.15,5.49
332.45,842.92,291.74,4.8
25.49,682.7,208.11,309.14
201.72,532.42,27.71,315.2
47.53,639.38,154.78,298.83
28.48,685.44,209.19,307.09
331.81,841.56,290.46,4.37
332.59,840.91,290.11,5.74
315.69,836.25,282.61,13.65
26.49,684.27,210.01,309.68
228.36,510.07,47.81,332.91
171.31,639.16,82.93,215.38
191.96,669.28,111.84,180.75
6.39,660.85,196.96,321.4
325.45,828.81,278.45,12.86
26.44,681.27,203.97,305.52
228.36,510.07,47.81,332.91
225.35,515.55,42.36,327.56
33.96,690.1,210.43,302.74
551.88,1091.78,542.61,254.68
225.88,514.31,43.57,328.8
13.1,666.0,196.31,314.62
172.53,638.75,82.34,215.24
96.74,753.75,284.29,328.99
